Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Speak only English,Estimate; Total: - Spanish or Spanish Creole:,"Estimate; Total: - French (incl. Patois, Cajun):",Estimate; Total: - French Creole:,Estimate; Total: - Italian:,Estimate; Total: - Portuguese or Portuguese Creole:,Estimate; Total: - German:,Estimate; Total: - Yiddish:,Estimate; Total: - Other West Germanic languages:,Estimate; Total: - Scandinavian languages:,Estimate; Total: - Greek:,Estimate; Total: - Russian:,Estimate; Total: - Polish:,Estimate; Total: - Serbo-Croatian:,Estimate; Total: - Other Slavic languages:,Estimate; Total: - Armenian:,Estimate; Total: - Persian:,Estimate; Total: - Gujarati:,Estimate; Total: - Hindi:,Estimate; Total: - Urdu:,Estimate; Total: - Other Indic languages:,Estimate; Total: - Other Indo-European languages:,Estimate; Total: - Chinese:,Estimate; Total: - Japanese:,Estimate; Total: - Korean:,"Estimate; Total: - Mon-Khmer, Cambodian:",Estimate; Total: - Hmong:,Estimate; Total: - Thai:,Estimate; Total: - Laotian:,Estimate; Total: - Vietnamese:,Estimate; Total: - Other Asian languages:,Estimate; Total: - Tagalog:,Estimate; Total: - Other Pacific Island languages:,Estimate; Total: - Navajo:,Estimate; Total: - Other Native North American languages:,Estimate; Total: - Hungarian:,Estimate; Total: - Arabic:,Estimate; Total: - Hebrew:,Estimate; Total: - African languages:,Estimate; Total: - Other and unspecified languages:
1400000US12086003804,12086003804,"Census Tract 38.04, Miami-Dade County, Florida",5470,2413,1840,377,0,156,112,86,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,27,0,0,0,0,0,216,0,0
1400000US12086003906,12086003906,"Census Tract 39.06, Miami-Dade County, Florida",2951,1369,1193,94,0,130,45,10,0,15,40,0,0,0,8,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,26,0,0
1400000US12086003909,12086003909,"Census Tract 39.09, Miami-Dade County, Florida",1336,309,941,12,0,7,0,7,0,0,0,9,36,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1400000US12086003911,12086003911,"Census Tract 39.11, Miami-Dade County, Florida",4780,997,3614,0,0,0,104,12,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
1400000US12086003913,12086003913,"Census Tract 39.13, Miami-Dade County, Florida",4477,541,3673,15,0,35,75,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,35,0,0
1400000US12086003914,12086003914,"Census Tract 39.14, Miami-Dade County, Florida",3556,987,2296,0,2,14,131,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,48,0,0
1400000US12086003915,12086003915,"Census Tract 39.15, Miami-Dade County, Florida",5098,875,3579,133,0,14,81,21,0,0,184,0,0,133,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,24,0,0,0
1400000US12086003916,12086003916,"Census Tract 39.16, Miami-Dade County, Florida",4012,966,2571,73,47,45,89,0,0,0,0,0,24,39,105,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1400000US12086003917,12086003917,"Census Tract 39.17, Miami-Dade County, Florida",4745,1400,2896,75,9,0,222,15,0,0,0,9,9,10,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,9,0,0,0,0,0,47,0,0,0
1400000US12086004000,12086004000,"Census Tract 40, Miami-Dade County, Florida",4972,2329,1382,79,3,71,109,14,70,18,0,7,180,0,0,0,0,117,0,19,0,0,0,0,0,0,0,0,0,0,0,119,44,0,0,0,11,4,396,0,0
1400000US12086004102,12086004102,"Census Tract 41.02, Miami-Dade County, Florida",3178,1474,1129,126,0,146,61,89,0,0,0,0,18,0,0,0,0,17,0,0,0,0,17,22,0,0,0,0,0,0,0,33,6,0,0,0,0,18,22,0,0
1400000US12086004103,12086004103,"Census Tract 41.03, Miami-Dade County, Florida",2793,757,1702,13,0,21,59,0,0,0,0,0,105,0,10,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,0,0,0,24,72,0,0,0
1400000US12086004105,12086004105,"Census Tract 41.05, Miami-Dade County, Florida",2315,660,1179,70,0,137,87,51,0,19,12,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,32,8,18,0,0
1400000US12086004106,12086004106,"Census Tract 41.06, Miami-Dade County, Florida",3762,1915,1170,235,33,122,97,27,18,0,0,0,48,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0
1400000US12086004203,12086004203,"Census Tract 42.03, Miami-Dade County, Florida",4191,1531,1295,267,58,165,163,27,15,0,0,0,195,0,39,0,0,0,0,52,0,0,0,108,0,0,0,0,0,0,0,87,0,0,0,0,39,0,150,0,0
1400000US12086004204,12086004204,"Census Tract 42.04, Miami-Dade County, Florida",1942,633,942,97,0,56,54,22,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,47,0
1400000US12086004205,12086004205,"Census Tract 42.05, Miami-Dade County, Florida",2559,789,1243,55,0,92,64,11,0,0,9,0,92,17,39,0,0,0,0,0,0,0,8,49,0,29,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0
1400000US12086004206,12086004206,"Census Tract 42.06, Miami-Dade County, Florida",1487,549,899,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004301,12086004301,"Census Tract 43.01, Miami-Dade County, Florida",1794,760,799,0,0,72,0,21,14,0,0,14,19,0,33,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,6,13,17,0,0,0,0,13,0,0,0
1400000US12086004303,12086004303,"Census Tract 43.03, Miami-Dade County, Florida",2643,840,1412,84,24,0,38,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,98,41,0,0,0,0,0,0,0,31,47,0,0,0,0,12,0,0,0
1400000US12086004304,12086004304,"Census Tract 43.04, Miami-Dade County, Florida",2407,939,1139,31,0,109,67,0,0,0,0,15,73,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004403,12086004403,"Census Tract 44.03, Miami-Dade County, Florida",3000,981,1732,37,52,16,63,20,0,0,9,0,0,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,30,0,0,0
1400000US12086004404,12086004404,"Census Tract 44.04, Miami-Dade County, Florida",1855,543,970,45,0,0,8,0,0,0,0,0,249,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
1400000US12086004405,12086004405,"Census Tract 44.05, Miami-Dade County, Florida",3225,611,2323,56,9,17,8,8,0,0,0,0,17,0,0,8,0,0,0,0,0,53,0,0,22,0,0,0,0,0,0,0,18,0,0,0,15,0,60,0,0
1400000US12086004406,12086004406,"Census Tract 44.06, Miami-Dade County, Florida",2208,916,953,0,8,20,108,5,0,7,5,0,112,7,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0
1400000US12086004500,12086004500,"Census Tract 45, Miami-Dade County, Florida",3663,1592,1605,90,5,88,117,55,0,0,0,0,12,13,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
1400000US12086004602,12086004602,"Census Tract 46.02, Miami-Dade County, Florida",4137,1566,2231,77,0,50,0,72,30,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,49,0,0,0
1400000US12086004605,12086004605,"Census Tract 46.05, Miami-Dade County, Florida",3385,1002,2128,36,0,95,26,45,0,32,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004607,12086004607,"Census Tract 46.07, Miami-Dade County, Florida",3019,908,1854,58,0,18,71,21,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,35,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
1400000US12086004608,12086004608,"Census Tract 46.08, Miami-Dade County, Florida",1615,271,1045,44,0,46,92,24,0,0,0,8,0,0,0,0,0,0,0,0,13,0,41,23,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1400000US12086004701,12086004701,"Census Tract 47.01, Miami-Dade County, Florida",5494,1950,3350,8,0,9,19,11,0,0,0,0,0,0,0,0,35,0,0,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
1400000US12086004702,12086004702,"Census Tract 47.02, Miami-Dade County, Florida",6279,1277,4942,0,0,0,16,4,0,0,14,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004703,12086004703,"Census Tract 47.03, Miami-Dade County, Florida",4887,625,4093,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004901,12086004901,"Census Tract 49.01, Miami-Dade County, Florida",3258,217,2984,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086004902,12086004902,"Census Tract 49.02, Miami-Dade County, Florida",6956,211,6589,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,43,0,0,0,0
1400000US12086005001,12086005001,"Census Tract 50.01, Miami-Dade County, Florida",6820,484,6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005002,12086005002,"Census Tract 50.02, Miami-Dade County, Florida",5448,147,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005102,12086005102,"Census Tract 51.02, Miami-Dade County, Florida",4137,417,3652,43,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
1400000US12086005103,12086005103,"Census Tract 51.03, Miami-Dade County, Florida",2684,136,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005104,12086005104,"Census Tract 51.04, Miami-Dade County, Florida",3996,474,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005201,12086005201,"Census Tract 52.01, Miami-Dade County, Florida",5348,420,4784,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005202,12086005202,"Census Tract 52.02, Miami-Dade County, Florida",5622,307,5289,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0
1400000US12086005302,12086005302,"Census Tract 53.02, Miami-Dade County, Florida",5939,237,5699,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005303,12086005303,"Census Tract 53.03, Miami-Dade County, Florida",3427,109,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005304,12086005304,"Census Tract 53.04, Miami-Dade County, Florida",4646,162,4475,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005403,12086005403,"Census Tract 54.03, Miami-Dade County, Florida",1353,199,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005405,12086005405,"Census Tract 54.05, Miami-Dade County, Florida",3399,212,3168,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
1400000US12086005406,12086005406,"Census Tract 54.06, Miami-Dade County, Florida",3950,106,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005407,12086005407,"Census Tract 54.07, Miami-Dade County, Florida",2303,173,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005409,12086005409,"Census Tract 54.09, Miami-Dade County, Florida",3354,138,3203,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005410,12086005410,"Census Tract 54.10, Miami-Dade County, Florida",3218,42,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1400000US12086005501,12086005501,"Census Tract 55.01, Miami-Dade County, Florida",6017,143,5791,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005502,12086005502,"Census Tract 55.02, Miami-Dade County, Florida",6592,192,6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
1400000US12086005600,12086005600,"Census Tract 56, Miami-Dade County, Florida",5591,365,5166,31,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0
1400000US12086005701,12086005701,"Census Tract 57.01, Miami-Dade County, Florida",6363,314,6047,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005703,12086005703,"Census Tract 57.03, Miami-Dade County, Florida",6731,718,5991,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1400000US12086005704,12086005704,"Census Tract 57.04, Miami-Dade County, Florida",8530,237,8281,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005801,12086005801,"Census Tract 58.01, Miami-Dade County, Florida",8216,716,7374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
1400000US12086005802,12086005802,"Census Tract 58.02, Miami-Dade County, Florida",9847,290,9387,0,2,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,14,0,0,0,0,30,0,0,0
1400000US12086005901,12086005901,"Census Tract 59.01, Miami-Dade County, Florida",4129,511,3605,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086005904,12086005904,"Census Tract 59.04, Miami-Dade County, Florida",4344,613,3606,0,11,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,0,0,0,0,0,0,0
1400000US12086006001,12086006001,"Census Tract 60.01, Miami-Dade County, Florida",6121,1019,4931,0,0,18,91,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006002,12086006002,"Census Tract 60.02, Miami-Dade County, Florida",5239,1178,3994,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
1400000US12086006101,12086006101,"Census Tract 61.01, Miami-Dade County, Florida",5847,1332,4164,0,0,26,101,8,0,0,25,0,29,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,31,0,0,0
1400000US12086006102,12086006102,"Census Tract 61.02, Miami-Dade County, Florida",5863,2024,3451,69,0,31,132,54,0,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
1400000US12086006201,12086006201,"Census Tract 62.01, Miami-Dade County, Florida",2562,267,2203,16,0,0,10,18,0,0,0,0,22,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006203,12086006203,"Census Tract 62.03, Miami-Dade County, Florida",1882,661,1129,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,23,0,0,35,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1400000US12086006205,12086006205,"Census Tract 62.05, Miami-Dade County, Florida",3838,706,2944,20,0,0,14,45,0,0,0,0,0,0,0,3,0,0,0,37,0,0,0,0,59,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0
1400000US12086006206,12086006206,"Census Tract 62.06, Miami-Dade County, Florida",2838,967,1762,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,78,9,0,0
1400000US12086006301,12086006301,"Census Tract 63.01, Miami-Dade County, Florida",6927,619,6241,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
1400000US12086006302,12086006302,"Census Tract 63.02, Miami-Dade County, Florida",4667,392,4151,4,4,8,90,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1400000US12086006401,12086006401,"Census Tract 64.01, Miami-Dade County, Florida",3982,155,3665,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006402,12086006402,"Census Tract 64.02, Miami-Dade County, Florida",3894,416,3453,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006403,12086006403,"Census Tract 64.03, Miami-Dade County, Florida",3315,406,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006501,12086006501,"Census Tract 65.01, Miami-Dade County, Florida",3695,218,3463,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006503,12086006503,"Census Tract 65.03, Miami-Dade County, Florida",2695,205,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006504,12086006504,"Census Tract 65.04, Miami-Dade County, Florida",2476,298,2053,6,0,7,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
1400000US12086006601,12086006601,"Census Tract 66.01, Miami-Dade County, Florida",6579,587,5767,81,0,21,0,23,0,0,0,0,10,0,0,0,0,0,0,28,0,0,0,0,34,0,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0
1400000US12086006602,12086006602,"Census Tract 66.02, Miami-Dade County, Florida",4538,614,3542,0,31,21,82,17,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,179,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
1400000US12086006702,12086006702,"Census Tract 67.02, Miami-Dade County, Florida",8561,2959,4337,22,22,145,106,102,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,153,0,0,0,0,567,0,0,0
1400000US12086006705,12086006705,"Census Tract 67.05, Miami-Dade County, Florida",2807,757,1631,104,0,62,91,0,0,0,0,59,0,0,0,17,0,0,28,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1400000US12086006706,12086006706,"Census Tract 67.06, Miami-Dade County, Florida",1946,573,1033,44,0,62,153,0,0,0,0,19,0,0,17,0,0,0,18,0,0,0,0,8,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1400000US12086006707,12086006707,"Census Tract 67.07, Miami-Dade County, Florida",3882,1248,2228,20,0,35,155,0,0,1,0,21,66,0,44,36,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006709,12086006709,"Census Tract 67.09, Miami-Dade County, Florida",1020,467,299,13,0,8,70,18,0,12,41,6,9,0,0,5,0,10,0,10,0,18,0,0,7,10,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0
1400000US12086006711,12086006711,"Census Tract 67.11, Miami-Dade County, Florida",2524,818,1474,21,0,7,12,77,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,64,0,0,0,0,0,0,0,0,0
1400000US12086006713,12086006713,"Census Tract 67.13, Miami-Dade County, Florida",1681,552,978,9,0,75,25,0,0,0,0,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,5,0,0,0
1400000US12086006714,12086006714,"Census Tract 67.14, Miami-Dade County, Florida",1586,413,1082,21,0,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086006801,12086006801,"Census Tract 68.01, Miami-Dade County, Florida",2791,1683,950,29,0,43,52,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
1400000US12086006802,12086006802,"Census Tract 68.02, Miami-Dade County, Florida",3576,1684,1645,58,0,0,41,9,0,16,0,23,0,0,0,0,9,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0
1400000US12086006900,12086006900,"Census Tract 69, Miami-Dade County, Florida",6001,1050,4780,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,14,0,0,0,0,0,0,0,0,44,0,0,0,0,16,0,0,0
1400000US12086007001,12086007001,"Census Tract 70.01, Miami-Dade County, Florida",9406,1238,7834,44,4,17,67,4,0,0,0,31,70,0,0,72,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007002,12086007002,"Census Tract 70.02, Miami-Dade County, Florida",7159,756,6335,14,0,0,13,14,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007101,12086007101,"Census Tract 71.01, Miami-Dade County, Florida",2276,1412,726,33,32,0,46,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007103,12086007103,"Census Tract 71.03, Miami-Dade County, Florida",1622,823,623,26,0,28,67,15,0,0,0,0,9,11,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007104,12086007104,"Census Tract 71.04, Miami-Dade County, Florida",2710,1324,988,17,28,112,67,0,0,0,15,21,0,0,0,7,0,25,0,0,0,0,21,13,0,18,0,0,0,0,10,0,29,0,0,0,0,15,0,0,0
1400000US12086007200,12086007200,"Census Tract 72, Miami-Dade County, Florida",2762,2131,518,29,69,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1400000US12086007300,12086007300,"Census Tract 73, Miami-Dade County, Florida",3734,1982,1259,198,0,111,65,53,0,0,8,0,0,0,24,0,0,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1400000US12086007400,12086007400,"Census Tract 74, Miami-Dade County, Florida",6658,2507,3722,212,0,13,56,0,0,0,0,0,0,23,0,0,0,0,0,0,0,27,19,60,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007501,12086007501,"Census Tract 75.01, Miami-Dade County, Florida",2682,903,1638,43,0,23,6,10,0,4,0,11,8,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1400000US12086007503,12086007503,"Census Tract 75.03, Miami-Dade County, Florida",877,341,476,19,0,8,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14
1400000US12086007601,12086007601,"Census Tract 76.01, Miami-Dade County, Florida",2867,1295,1423,90,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
1400000US12086007901,12086007901,"Census Tract 79.01, Miami-Dade County, Florida",3309,1395,1641,96,69,20,37,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086007902,12086007902,"Census Tract 79.02, Miami-Dade County, Florida",3182,1600,1392,71,0,49,12,22,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1400000US12086008000,12086008000,"Census Tract 80, Miami-Dade County, Florida",5993,2738,2768,107,0,49,139,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,0,0
1400000US12086490100,12086490100,"Census Tract 4901, Miami-Dade County, Florida",1845,7,1832,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086980300,12086980300,"Census Tract 9803, Miami-Dade County, Florida",4565,3702,444,26,0,16,9,15,0,13,0,16,16,0,8,0,0,0,7,59,18,0,0,114,0,8,0,0,0,0,0,33,0,9,0,0,0,43,9,0,0
1400000US12086980400,12086980400,"Census Tract 9804, Miami-Dade County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086980500,12086980500,"Census Tract 9805, Miami-Dade County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US12086981000,12086981000,"Census Tract 9810, Miami-Dade County, Florida",59,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
