Id,Id2,Geography,Total,English Only,Spanish,French,French Creole,Portuguese,Russian,Chinese,Estimate; Total: - Speak only English,Estimate; Total: - Spanish or Spanish Creole:,"Estimate; Total: - French (incl. Patois, Cajun):",Estimate; Total: - French Creole:,Estimate; Total: - Portuguese or Portuguese Creole:,Estimate; Total: - Russian:,Estimate; Total: - Chinese:
1400000US12086008209,12086008209,"Census Tract 82.09, Miami-Dade County, Florida",4650,57.3,35.6,1.0,0.0,0.4,0.0,2.3,2665,1655,46,0,20,0,107
1400000US12086008304,12086008304,"Census Tract 83.04, Miami-Dade County, Florida",8569,72.7,26.0,0.0,0.1,0.0,0.0,0.0,6226,2228,0,5,0,0,0
1400000US12086008305,12086008305,"Census Tract 83.05, Miami-Dade County, Florida",5222,46.3,44.1,1.0,0.9,0.0,0.0,1.1,2417,2305,53,45,0,0,57
1400000US12086008306,12086008306,"Census Tract 83.06, Miami-Dade County, Florida",8476,43.0,49.9,0.8,0.4,0.0,0.0,0.0,3641,4227,67,38,0,0,0
1400000US12086008307,12086008307,"Census Tract 83.07, Miami-Dade County, Florida",6701,52.4,45.1,0.5,1.5,0.4,0.0,0.0,3512,3023,31,99,26,0,0
1400000US12086008309,12086008309,"Census Tract 83.09, Miami-Dade County, Florida",3909,86.4,11.9,1.3,0.3,0.0,0.0,0.0,3376,467,51,10,0,0,0
1400000US12086008405,12086008405,"Census Tract 84.05, Miami-Dade County, Florida",5696,40.8,54.2,1.0,0.0,0.0,0.0,0.0,2323,3090,56,0,0,0,0
1400000US12086008407,12086008407,"Census Tract 84.07, Miami-Dade County, Florida",7000,28.0,68.1,0.0,0.0,0.3,0.0,0.3,1961,4765,0,0,20,0,23
1400000US12086008409,12086008409,"Census Tract 84.09, Miami-Dade County, Florida",5493,39.9,54.6,0.8,0.7,0.6,1.6,0.0,2189,2997,45,40,35,87,0
1400000US12086008410,12086008410,"Census Tract 84.10, Miami-Dade County, Florida",5932,34.8,58.5,0.6,0.5,3.0,1.0,1.0,2065,3468,38,32,180,60,59
1400000US12086008412,12086008412,"Census Tract 84.12, Miami-Dade County, Florida",5323,17.8,79.5,0.0,1.1,0.0,0.0,0.9,945,4230,0,56,0,0,48
1400000US12086008414,12086008414,"Census Tract 84.14, Miami-Dade County, Florida",7238,35.9,58.8,0.0,0.3,0.0,0.0,0.2,2602,4255,0,25,0,0,11
1400000US12086008415,12086008415,"Census Tract 84.15, Miami-Dade County, Florida",4960,47.1,44.8,0.6,0.6,1.3,0.0,3.0,2334,2221,31,28,62,0,151
1400000US12086008416,12086008416,"Census Tract 84.16, Miami-Dade County, Florida",3136,20.4,71.1,0.0,0.0,0.0,0.0,2.1,640,2229,0,0,0,0,65
1400000US12086008417,12086008417,"Census Tract 84.17, Miami-Dade County, Florida",4662,18.6,76.6,0.0,0.9,0.9,0.0,0.5,867,3573,0,42,44,0,23
1400000US12086008418,12086008418,"Census Tract 84.18, Miami-Dade County, Florida",2672,26.2,70.7,0.3,0.0,0.0,0.0,2.8,700,1889,9,0,0,0,74
1400000US12086008419,12086008419,"Census Tract 84.19, Miami-Dade County, Florida",4622,15.8,76.5,0.0,7.5,0.0,0.0,0.0,729,3534,0,346,0,0,0
1400000US12086008501,12086008501,"Census Tract 85.01, Miami-Dade County, Florida",7299,15.2,84.0,0.0,0.0,0.0,0.0,0.4,1106,6129,0,0,0,0,31
1400000US12086008502,12086008502,"Census Tract 85.02, Miami-Dade County, Florida",4655,13.8,83.0,0.2,0.0,0.9,0.3,0.0,643,3862,11,0,43,12,0
1400000US12086008601,12086008601,"Census Tract 86.01, Miami-Dade County, Florida",4755,11.3,85.3,0.0,0.2,0.0,0.0,0.0,539,4058,0,9,0,0,0
1400000US12086008602,12086008602,"Census Tract 86.02, Miami-Dade County, Florida",5947,17.2,80.3,0.5,0.0,0.0,0.0,0.0,1022,4773,31,0,0,0,0
1400000US12086008701,12086008701,"Census Tract 87.01, Miami-Dade County, Florida",5913,12.4,87.4,0.0,0.0,0.1,0.0,0.0,734,5168,0,0,3,0,0
1400000US12086008702,12086008702,"Census Tract 87.02, Miami-Dade County, Florida",6077,15.4,83.1,0.0,0.0,0.1,0.7,0.3,933,5052,0,0,8,44,18
1400000US12086008803,12086008803,"Census Tract 88.03, Miami-Dade County, Florida",6195,9.0,90.1,0.5,0.0,0.0,0.0,0.0,559,5584,32,0,0,0,0
1400000US12086008804,12086008804,"Census Tract 88.04, Miami-Dade County, Florida",6861,9.6,90.4,0.0,0.0,0.0,0.0,0.0,657,6204,0,0,0,0,0
1400000US12086008805,12086008805,"Census Tract 88.05, Miami-Dade County, Florida",5314,6.5,92.4,0.0,0.0,0.2,0.0,0.0,347,4911,0,0,8,0,0
1400000US12086008806,12086008806,"Census Tract 88.06, Miami-Dade County, Florida",4079,9.0,90.9,0.0,0.0,0.0,0.0,0.0,366,3708,0,0,0,0,0
1400000US12086008901,12086008901,"Census Tract 89.01, Miami-Dade County, Florida",7051,20.3,79.3,0.2,0.0,0.2,0.0,0.0,1434,5592,13,0,12,0,0
1400000US12086008902,12086008902,"Census Tract 89.02, Miami-Dade County, Florida",6451,7.3,91.6,0.4,0.0,0.3,0.0,0.0,473,5909,26,0,18,0,0
1400000US12086008904,12086008904,"Census Tract 89.04, Miami-Dade County, Florida",2197,58.5,25.7,1.9,1.7,0.5,0.6,1.7,1285,564,41,38,12,14,37
1400000US12086008906,12086008906,"Census Tract 89.06, Miami-Dade County, Florida",5234,5.3,93.3,0.2,0.0,0.0,0.0,0.2,277,4883,8,0,0,0,12
1400000US12086008907,12086008907,"Census Tract 89.07, Miami-Dade County, Florida",4568,10.3,85.2,1.2,0.3,1.7,0.0,0.0,472,3894,56,14,79,0,0
1400000US12086009006,12086009006,"Census Tract 90.06, Miami-Dade County, Florida",9754,7.5,90.6,0.0,0.0,0.0,0.0,1.5,735,8841,0,0,0,0,144
1400000US12086009010,12086009010,"Census Tract 90.10, Miami-Dade County, Florida",4849,10.8,84.5,0.4,0.0,3.1,0.0,0.0,525,4099,21,0,152,0,0
1400000US12086009014,12086009014,"Census Tract 90.14, Miami-Dade County, Florida",3976,9.8,88.1,0.0,0.0,0.0,0.0,0.5,391,3504,0,0,0,0,20
1400000US12086009015,12086009015,"Census Tract 90.15, Miami-Dade County, Florida",4791,1.7,94.8,0.0,0.0,1.5,0.0,0.0,82,4543,0,0,73,0,0
1400000US12086009017,12086009017,"Census Tract 90.17, Miami-Dade County, Florida",5831,2.4,96.8,0.0,0.0,0.0,0.0,0.5,142,5643,0,0,0,0,32
1400000US12086009019,12086009019,"Census Tract 90.19, Miami-Dade County, Florida",4649,4.2,94.9,0.2,0.0,0.0,0.0,0.0,194,4414,9,0,0,0,0
1400000US12086009020,12086009020,"Census Tract 90.20, Miami-Dade County, Florida",2643,0.9,99.1,0.0,0.0,0.0,0.0,0.0,23,2620,0,0,0,0,0
1400000US12086009021,12086009021,"Census Tract 90.21, Miami-Dade County, Florida",4523,3.5,96.4,0.0,0.0,0.0,0.0,0.0,157,4358,0,0,0,0,0
1400000US12086009023,12086009023,"Census Tract 90.23, Miami-Dade County, Florida",7063,2.1,92.9,0.0,0.0,0.9,0.0,0.9,150,6561,0,0,64,0,64
1400000US12086009024,12086009024,"Census Tract 90.24, Miami-Dade County, Florida",4211,6.1,89.0,0.0,0.0,0.4,0.0,0.0,258,3748,0,0,15,0,0
1400000US12086009026,12086009026,"Census Tract 90.26, Miami-Dade County, Florida",2367,5.4,93.2,0.0,0.0,1.1,0.0,0.0,128,2207,0,0,27,0,0
1400000US12086009027,12086009027,"Census Tract 90.27, Miami-Dade County, Florida",4254,6.1,89.7,0.0,0.0,1.1,0.0,0.6,261,3814,0,0,47,0,25
1400000US12086009028,12086009028,"Census Tract 90.28, Miami-Dade County, Florida",4120,7.2,89.5,0.0,0.0,2.3,0.0,0.0,297,3687,0,0,93,0,0
1400000US12086009029,12086009029,"Census Tract 90.29, Miami-Dade County, Florida",3766,4.2,93.9,0.0,0.2,1.3,0.0,0.0,160,3535,0,7,50,0,0
1400000US12086009030,12086009030,"Census Tract 90.30, Miami-Dade County, Florida",4285,3.8,92.4,0.0,0.0,0.0,0.0,0.5,163,3959,0,0,0,0,20
